SKU,MPN,productName,price,stock
26573,8UD1161-4AF21,"ACCIONAMIENTO EN PUERTA P/3KF5",250.560000,0.0000
26571,8UD1141-3AF21,"ACCIONAMIENTO EN PUERTA P/3KF3",154.368000,0.0000
26575,5TT5800-0,"Contactor 5TT5 2x20A 220VCA 100 W",73.440000,0.0000
26717,4NC5112-2CB21,"TRANSFORMADOR DE INTENSIDAD 50/5 A TAMAÑO 01",65.664000,0.0000
26953,NSYBP208,"PANEL POSTERIOR SF 2000X800",281.150000,7.0000
26890,XVUZ12,"ZOCALO SCH PARA SOPORTE VERTICAL DE SEMAFORO",38.663000,0.0000
26954,NSYSFD208,"PUERTA CIEGA SF/SM 2000x800",416.520000,0.0000
26955,NSY2SP206,"PANELES LATERALES STD SF 2000x600 (2 UNI)",417.838000,1.0000
26957,NSYEC861,"ENTRADA DE CABLES CIEGA 1 ENT 800X600 SF",71.513000,0.0000
26958,NSYID208,"PUERTA INTERIOR SF SM 2000X800",653.472000,0.0000
27142,6GK5208-0BA00-2AC2,"Switch Scalance XC208 Administrado 8xRJ45 10/100Mbit/S",1618.028000,0.0000
27158,6SL3210-1PE31-1AL0,"SINAMICS G120 PM240-2 400V 55kW/75HP (LO) 37kW/50HP (HO) C/F",9877.023000,0.0000
27224,ZCKJ404,"*CUERPO SCH MET FIN DE CARRERA CON CABEZA STD",220.587000,0.0000
27242,ZB4BK1363,"Cabezal Perilla XB4 Metálico Luminoso 3 Posiciones S/Soporte Azul",54.263000,0.0000
27259,6ES7155-6AU01-0BN0,"MODULO ET200SP IM155-6 PN ST Max 32Mods S/PUERTO",551.119000,1.0000
27494,6ES7193-6PA00-0AA0,"REPUESTO MODULO ET200SP PARA SERVIDOR",63.591000,0.0000
27410,6SL3255-0VA00-5AA0,"MODULO V20 SMART ACCESS WEB SERVER P/DIAGNOSTICO",223.860000,0.0000
27500,6ES7193-6BP40-0DA1,"Terminal ET200SP Tipo A0 Blanco C/Comp Temp Resorte C/Aux",60.058000,0.0000
27597,6SL3225-0BE33-0UA0,"SINAMICS G120 PM250 400V 37kW/50HP (LO) 30kW/40HP (HO) REGEN S/F",8064.557000,0.0000
27524,XCMD2102L1,"Límite De Carrera Mini Metal Rodillo Puls Metal Émbolo 1NA+1NC S: Cable",108.740000,0.0000
28155,4NC5225-2DE21,"TRANSFORMADOR DE INTENSIDAD 400/5A 5VA T2",65.664000,0.0000
28277,6ES7592-3AA00-0AA0,"REPUESTO PUENTE P/CONECTOR FRON MOD S71500 X 20U",21.197000,0.0000
28270,LV429434,"ACCIONAMIENTO MOTORIZADO 220VCA/C P/NSX 100/160A",700.238000,0.0000
28300,VW3A1006,"PANEL BOP REMOTO PARA ATV12/310/312/320",340.152000,3.0000
28556,3RQ3118-1AM00,"Relé PLC Optoacoplador 1NA C/Led 24VCC 6A",20.819000,2.0000
28580,6SL3210-1KE14-3UP2,"Variador G120C 380VCA LO: 1,5kW/2HP HO: 1,1kW/1,5HP S/Filtro PB",905.834000,0.0000
28620,6GK5206-2BS00-2AC2,"Switch Scalance XC206-2SFTP 2IE Administrado 6xRJ45 10/100Mbit/S",1881.576000,0.0000
28582,6ES7134-4NB51-0AB0,"*MODULO ET200S 2AI TERMOCUPLA RTD HF 15BIT 2/3/4H",1443.475000,0.0000
28625,XD4PA22,"JOYSTICK XD4 3 POS 2 DIREC C/RET COMPLETO 1NA X DIREC",173.288000,1.0000
28669,VZN05,"CONTACTO AUX 1NA P/MINIVARIO VN12-VN20 DER/IZQ",22.050000,4.0000
28675,XACA6714,"CAJA COLGANTE XAC 6 PULS + 1 PULS HONGO EMER",795.450000,0.0000
28729,3RV2926-2B,"*ACCIONAMIENTO GIRATORIO INNO P/PUERTA T00/T0 HF",116.069000,0.0000
28786,6SL3220-1YE62-0CF0,"Variador G120X 380VCA LO: 450kW/500HP HO: 355kW/450HP S/Filtro PN EIP",52029.659000,0.0000
28875,XY2CH13270,"Límite De Carrera Emergencia XY2C Tirón De Cuerda 30Mts 2NC",435.902000,0.0000
28874,6ES7138-4CF03-0AB0,"Fuente PM-E-F 24VCC 2SD Seguridad Clase 4/Sil3",1830.625000,0.0000
29061,6ES7132-6BD20-0DA0,"Módulo ET200SP 4ST 24VCC 2A High Speed Base A0",272.027000,2.0000
29066,VW3A1104R10,"CABLE PARA PANEL BOP ATV12/310/320 1MT",76.104000,0.0000
29396,LV426930,"*MANDO ROTATIVO LATERAL NEGRO P/NSXM",133.209000,0.0000
29278,LAETSD,"Contacto Auxiliar TVS 1NA+1NC Temporizado 1-30s",67.724000,0.0000
29094,VW3A1007,"PANEL BOP REMOTO PARA ATV12/310/312/320 IP65",447.180000,2.0000
29399,LV426950,"CONTACTOR AUX NSXM OF/SD 1NA/NC",62.650000,0.0000
29519,6SL3210-1KE21-3AF1,"Variador G120C 380VCA LO: 5,5kW/7,5HP HO: 4kW/5,5HP S/Filtro PN EIP",1659.762000,0.0000
29467,3VM1116-4GE42-0AA0,"INTERR. TM220 ATFM TETR 36kA 112-160A",474.768000,0.0000
29555,XALK01,"CAJA PLASTICA EMERG. AMARILLA 1 PERFORACION",38.800000,0.0000
29572,XD4PA24,"JOYSTICK XD4 5 POS 4 DIREC C/RET COMPLETO 1NA X DIREC",218.738000,4.0000
29556,XALK178E,"CAJA PLASTICA EMERG. AMARILLA C/HONGO 1NC+1NA",100.875000,0.0000
29573,XENG1191,"Bloque De Contactos 2NA+1NC P/XAC",112.438000,25.0000
29574,XVBC07,"BASE S/TAPA P/COLUMNA S/FLASH  XVB",69.175000,2.0000
29576,ZB4BJ3,"Cabezal Perilla XB4 Metálico 3 Posiciones Fijas S/Soporte Maneta Larga",28.525000,20.0000
29580,ZB5RTA432,"PULSADOR XB5 PCO RAS ROJO 1NA INALAMBRICO S/BAT",140.225000,0.0000
29583,ZBVBG1,"Bloque Led XB4-XB5 24-120VCC/CA Blanco",13.650000,0.0000
29592,XACA12,"CAJA COLGANTE XAC 12 PERFORACIONES",484.063000,1.0000
29593,XACA211,"CAJA COLGANTE XAC 2 PULS SAL 1NA+1NC",382.988000,10.0000
29596,XACA481,"CAJA COLGANTE XAC 4 PULS SAL 4NA+4NC",590.400000,9.0000
29595,XACA4714,"CAJA COLGANTE XAC 4 PULS SAL+PARADA EMERG 4NA+1NC",645.138000,5.0000
29597,XACA671,"CAJA COLGANTE XAC 6 PULS SAL 6NA",541.463000,0.0000
29603,XALD2114,"*CAJA XALD PCA GRIS C/2 PULS ROJ-VER MARCHA-PARADA",217.517000,0.0000
29645,XVBC081,"TAPA XVB PARA COLUMNA LUMINOSA",18.188000,0.0000
29640,XD4PA12,"JOYSTICK XD4 3 POS 2 DIREC FIJAS COMPLETO 1NA X DIREC",174.213000,0.0000
29650,XVBC5B3,"ELEMENTO DE LUZ INTERMITENTE LED VERDE 24V",221.850000,0.0000
29652,XVBC6B4,"ELEMENTO DE LUZ FLASH LED ROJO 24VCA/CC",325.788000,0.0000
29653,XVBC6G4,"ELEMENTO DE LUZ FLASH LED ROJO 120VCA",325.788000,0.0000
29655,XVBZ01,"ZOCALO XVB PARA SOPORTE HORIZONTAL PARA 70MM",43.038000,0.0000
29656,XVBZ03,"SOPORTE + TUBO XVBZ ALUMINIO 380MM NEGRO P/70MM",74.288000,10.0000
29657,XVR13G05L,"BALIZA INDIVIDUAL GIRATORIA LED 120V NARANJA",918.988000,0.0000
29671,ZB4BK1533,"Cabezal Perilla XB4 Metálico Luminoso 3 Posiciones C/Retención S/Soporte Verde",79.200000,0.0000
29663,ZB4BC2,"Cabezal Pulsador XB4 Hongo Metálico S/Soporte S/Retención Negro",35.938000,26.0000
29672,ZB4BL3,"Cabezal Pulsador XB4 Metálico Salida S/Soporte S/Retención Verde",33.375000,28.0000
29679,ZB5AS834,"PULSADOR HONGO XB5 PCO EMERG. PULS-GIR 30MM S/CO",38.975000,0.0000
29683,ZB5RTA3,"PULSADOR XB5 PCO RAS VERDE 1NA INALAMBRICO S/BAT",132.750000,0.0000
29685,ZBE1016,"Bloque De Contactos 1NA P/XB4-XB5",73.125000,0.0000
29694,ZBVM5,"Bloque Led XB4-XB5 230VCA Naranja",23.638000,0.0000
29584,ZBVBG3,"Bloque Led XB4-XB5 24-120VCC/CA Verde",25.948000,0.0000
29585,ZBVBG4,"Bloque Led XB4-XB5 24-120VCC/CA Rojo",32.289000,0.0000
29586,ZBVBG5,"Bloque Led XB4-XB5 24-120VCC/CA Amarillo",25.948000,0.0000
29587,ZBVM3,"Bloque Led XB4-XB5 230VCA Verde",23.640000,0.0000
29598,XACA881,"CAJA COLGANTE XAC 8 PULS SAL 6NA+6NC",829.575000,0.0000
29641,XD4PA14,"JOYSTICK XD4 5 POS 4 DIREC FIJAS COMPLETO 1NA X DIREC",323.638000,0.0000
29642,XD5PA24,"JOYSTICK XD4 5 POS 4 DIREC C/RET COMPLETO 1NA X DIREC",256.963000,0.0000
29647,XVBC2G3,"ELEMENTO DE LUZ PARA COLUMNA LED VERDE 120V",206.963000,0.0000
29648,XVBC2G4,"ELEMENTO DE LUZ PARA COLUMNA LED ROJO 120V",137.288000,0.0000
29646,XVBC2B7,"ELEMENTO DE LUZ PARA COLUMNA LED TRANSPARENT 24V",135.675000,0.0000
29649,XVBC2M4,"ELEMENTO DE LUZ PARA COLUMNA LED ROJO 230V",135.675000,0.0000
29651,XVBC5B8,"ELEMENTO DE LUZ INTERMITENTE LED AMARILLO 24V",224.475000,0.0000
29675,ZB4BVB4,"Soporte XB4 Metalico C/Bloque Led 24VCC/CA Rojo",43.203000,0.0000
29665,ZB4BC4,"PULSADOR HONGO XB4 MET S/SOP S/CONT ROJO",35.938000,0.0000
29668,ZB4BK1333,"Cabezal Perilla XB4 Metálico Luminoso 3 Posiciones Fijas S/Soporte Verde",79.200000,0.0000
29678,ZB5AC4,"PULSADOR HONGO XB5 PCO S/SOP S/CONT ROJO",31.500000,0.0000
29684,ZB5RTA5,"PULSADOR XB5 PCO RAS AMARI 1NA INALAMBRICO S/BAT",140.225000,0.0000
29688,ZBVBG6,"Bloque Led XB4-XB5 24-120VCC/CA Azul",33.890000,0.0000
29689,ZBVG1,"Bloque Led XB4-XB5 120VCA Blanco",13.650000,0.0000
29691,ZBVG4,"Bloque Led XB4-XB5 120VCA Rojo",34.121000,0.0000
29690,ZBVG3,"Bloque Led XB4-XB5 120VCA Verde",36.439000,0.0000
29693,ZBVM1,"Bloque Led XB4-XB5 230VCA Blanco",13.650000,0.0000
29735,VW3A1111,"PANEL BOP REMOTO PARA ATV900/600/340",521.412000,0.0000
29736,VW3A1101,"PANEL BOP REMOTO PARA ATV71/61",1399.512000,0.0000
29739,VW3A3203,"MODULO ATV 2AI 6ENT DISC 2DO ATV600/340/900",342.732000,0.0000
29737,VW3A1113,"PANEL BOP REMOTO PARA ATV610/340",355.776000,0.0000
29738,VW3A3720,"MODULO ATV 2XRJ45 ATV600/MODULAR (MODBUS TCP-ETH)",574.152000,0.0000
29740,VW3A1112,"KIT DE MONTAJE P/PANEL BOP ATV900/600/610/340/320",121.536000,6.0000
29742,VW3G48101,"KIT COMPLETO PANEL BOP REMOTO + CABLE 3MT ATS48",405.408000,0.0000
29741,VW3A1102,"KIT DE MONTAJE P/PANEL BOP ATV71Q/32/61Q/212/320",370.740000,0.0000
29745,VW3A1104R30,"CABLE PARA KIT PANEL BOP REMOTO ATV71",85.800000,0.0000
29850,GS1AM101,"*ACCESORIO CONTACTO AUX. GS1 1NC FRONTAL",32.208000,0.0000
29856,GS2L3,"INTERR. ROT. TRIP C/PORTAFUSIBLE 160A T000/00",392.500000,1.0000
29858,GS2N4,"INTERR. ROT. TETRA C/PORTAFUSIBLE 250A T1",766.450000,0.0000
29959,LTMR08MFM,"CONTROLADOR TESYS T MODBUS P/MOT 230VCA 0.4-8A",951.348000,1.0000
29960,LTMR100EBD,"CONTROLADOR TESYS T ETH P/MOT 24VCC 5-100A",1445.040000,1.0000
29961,LTMR100MFM,"CONTROLADOR TESYS T MODBUS P/MOT 230VCA 5-100A",1078.128000,1.0000
30112,6SL3210-1KE17-5AF1,"Variador G120C 380VCA LO: 3kW/4HP HO: 2,2kW/3HP S/Filtro PN EIP",1300.787000,0.0000
30113,6SL3210-1KE14-3AF2,"Variador G120C 380VCA LO: 1,5kW/2HP HO: 1,1kW/1,5HP S/Filtro PN EIP",1013.766000,0.0000
30114,6SL3210-1KE22-6AF1,"Variador G120C 380VCA LO: 11kW/15HP HO: 7,5kW/10HP S/Filtro PN EIP",2611.167000,0.0000
30240,LV432591,"TAPA CUBREBORNES CORTOS 3P NSX400-630",32.625000,0.0000
30241,LV432592,"TAPA CUBREBORNES CORTOS 4P NSX400-630 INV/INS",38.338000,0.0000
30242,LV432593,"TAPA CUBREBORNES LARGOS 3P NSX400-630",64.338000,0.0000
30256,LV434197,"Cable De Red ULP 3Mts",80.813000,0.0000
30243,LV432594,"TAPA CUBREBORNES LARGOS 4P NSX400-630 INV/INS",73.600000,0.0000
30257,LV434202,"Cable De Red P/NSX100-630 3Mts",149.188000,0.0000
30281,DF2CA06,"Fusible Cilindrico 10x38mm 6A",11.813000,0.0000
30279,DF2BA0200,"Fusible Cilindrico 8,5x31,5mm 2A",10.988000,0.0000
30370,LV432525,"ACCESORIO SOPORTE PARA 3 BLOQUES NSX400-630",27.725000,0.0000
30377,LV432597,"MANDO ROTATIVO DIRECTO STD P/NSX400-630",245.088000,0.0000
30496,6AV2125-2JB23-0AX0,"Panel Mobile KTP900F 9"" Teclas+Touch PN",4804.625000,0.0000
30532,6GK5206-2BB00-2AC2,"Switch Scalance XC206 2IE Administrado 6xRJ45 10/100Mbit/S",2437.641000,0.0000
30566,XCKJ10511,"Límite De Carrera XCKJ Metal Roldana Palanca Corta 1NA+1NC S: PG13,5",137.179000,0.0000
30581,6SL3210-1PE16-1AL1,"SINAMICS G120 PM240-2 400V 2,2kW/3HP (LO) 1,5kW/2HP (HO) C/F",841.874000,0.0000
30640,6FX3002-5CL02-1AF0,"*CABLE POTENCIA V90 3x380 FSAA 5MT",175.750000,0.0000
30957,XCKN2110G11,"Límite De Carrera Estándar Metal Pistón 1NA+1NC S: PG11",20.322000,0.0000
31185,6FX3002-5CL12-1BA0,"*CABLE POTENCIA V90/V70 1x220 FSA/B L=10MT",290.238000,0.0000
30958,4NC5121-2DC21,"TRANSFORMADOR DE INTENSIDAD 150/5 A TAMAÑO 01",65.664000,0.0000
31222,8UD1171-2AF25,"ACCIONAMIENTO DE EMERGENCIA EN PUERTA P/3KF1 T1",71.424000,0.0000
31233,NSY2SP144,"PANELES LATERALES STD SF 1400x400 (2 UNI)",377.163000,0.0000
31234,NSY2SP166,"PANELES LATERALES STD SF 1600x600 (2 UNI)",401.225000,0.0000
31235,NSY2SP185,"PANELES LATERALES STD SF 1800x500 (2 UNI)",400.425000,0.0000
31236,NSY2SP186,"PANELES LATERALES STD SF 1800x600 (2 UNI)",410.563000,0.0000
31238,NSY2SP204,"PANELES LATERALES STD SF 2000x400 (2 UNI)",398.913000,1.0000
31237,NSY2SP188,"PANELES LATERALES STD SF 1800x800 (2 UNI)",550.688000,0.0000
31239,NSY2SP208,"PANELES LATERALES STD SF 2000x800 (2 UNI)",501.900000,0.0000
31240,NSY2SP224,"PANELES LATERALES STD SF 2200x400 (2 UNI)",510.088000,0.0000
31241,NSY2SP225,"*PANELES LATERALES STD SF 2200x500 (2 UNI)",932.335000,0.0000
31242,NSY2SP228,"PANELES LATERALES STD SF 2200x800 (2 UNI)",596.475000,0.0000
31244,NSYCAF291,"FILTRO ESTANDAR G2 P/REJILLA DE SALIDA 291x291mm",2.500000,0.0000
31245,NSYCAF291T,"FILTRO FINO G3 P/REJILLA DE SALIDA 291x291mm",2.613000,0.0000
31247,NSYCL220CRN,"Cerradura C/Llave y Maneta 220 CRN",16.563000,0.0000
31246,NSYCAF92,"FILTRO ESTANDAR G2 P/REJILLA DE SALIDA 92x92mm",2.225000,0.0000
31248,NSYCN9M625,"TUERCAS ENJAULADA M6 2,5mm (100UNI)",0.725000,0.0000
31249,NSYCNM6,"TUERCAS ENJAULADA EXTRAIBLE M6 PLA/SM/SF (50UNI)",47.500000,0.0000
31251,NSYCR100WU3,"RESISTENCIA CALEFACTORA 90W 270/420 VCA",104.113000,0.0000
31459,6SL3210-1KE11-8AF2,"Variador G120C 380VCA LO: 0,55kW/0,75HP HO: 0,37kW/0,5HP S/Filtro PN EIP",861.062000,0.0000
31486,6XV1801-5DH15,"CABLE CON CONECTOR ET200 M12-180/M12-180 4P 1,5M",139.215000,1.0000
31495,VW3A3627,"MODULO DE COMUNICACION ATV 2XRJ45 ETH-100MBIT/S",453.828000,10.0000
31521,NSYEC661,"ENTRADA DE CABLES CIEGA 1 ENT 600X600 SF",63.788000,17.0000
31503,6SL3210-1PE21-1AL0,"SINAMICS G120 PM240-2 400V 3kW/4HP (LO) 2,2kW/3HP (HO) C/F",1262.411000,0.0000
31536,3VM1180-3GE42-0AA0,"INTERR. TM220 ATFM TETR 25kA 56-80A",183.456000,0.0000
31820,NSYLDB5,"Llave P/Cierre De Barra Doble 5mm",2.500000,0.0000
31826,NSYEC86,"ENTRADA DE CABLES CIEGA 800X600 SF",79.713000,0.0000
31831,6GK5116-0BA00-2AB2,"Switch Scalance XB116 No Administrado 16xRJ45 10/100Mbit/S",960.925000,0.0000
31851,6ES7132-4BB31-0AA0,"*MODULO ET200S 2DO 24VDC 2A ST (5 Unid)",1515.975000,0.0000
31843,VZ3,"POLO NEUTRO P/VARIO ITH 63A",49.725000,0.0000
31901,XCSM3902L5,"Límite De Carrera De Seguridad Metal Pistón 1NA+2NC S: Cable",346.370000,0.0000
31924,6GK5204-0BA00-2BA3,"Switch Scalance X204IRT Administrado 4xRJ45 10/100Mb/Its",2740.500000,1.0000
31926,6SL3060-4AP00-0AA0,"CABLE DE SEÑAL DRIVE CLIQ IP20 L=0.41Mt",74.076000,0.0000
31927,6SL3060-4AW00-0AA0,"CABLE DE SEÑAL DRIVE CLIQ IP20 L=1.2Mt",66.456000,0.0000
31940,XCRT115,"Límite De Carrera Especial Metal Palanca P/Cinta Transportadora Met 2NA+2nc S: PG13,5",1109.558000,0.0000
31939,XCKJ10543,"Límite De Carrera Estándar Metal Roldana Palanca Larga 1NA+1NC S: PG13,5",128.994000,0.0000
31994,6ES7143-6BH00-0BB0,"MODULO ET200ECO BASE 16DIQ 24Vcc 8xM12",826.456000,19.0000
31998,6ES7144-6KD00-0AB0,"MODULO ET200ECO BASE 8AI 8xM12 PN",1059.844000,2.0000
31999,6ES7145-6HD00-0AB0,"MODULO ET200ECO BASE 4AO 4xM12 PN",1268.526000,1.0000
32037,NSYSPFX8100,"ZOCALO FRONTAL P/GABINETE INOX 800mm ALT: 100mm (x 2 UNI)",810.413000,0.0000
32088,XCKN2106G11,"Límite De Carrera Estándar Plástico Varilla Resorte 1NA+1NC S: PG11",32.867000,0.0000
32090,6GK5005-0GA10-1AB2,"Switch Scalance XB005G No Administrado 5xRJ45 10/100/1000Mbit/S",476.930000,3.0000
32138,NSYSDX6,"Pupitre Inoxidable SDX IP55 1000alx600x600mm",4178.350000,1.0000
32136,NSYCAP125LXF,"TECHO INOX 125X125mm IP55",714.456000,0.0000
32130,16905,"Interruptor Diferencial 16905 4x125A 30mA",595.845000,0.0000
32139,NSYSPFX6100,"ZOCALO FRONTAL P/GABINETE INOX 600mm ALT: 100mm (x 2 UNI)",525.850000,1.0000
32140,NSYPMP8560,"PLACA DE MONTAJE GALV PARA SDB/SDX DE 600Alx500mm",161.340000,1.0000
32165,XCKJ10513,"Límite De Carrera Estándar Metal Roldana Leva Roldana 1NA+1NC S: PG13,5",139.117000,0.0000
32148,6ES7133-6CV15-1AM0,"TAPA MODULO ET200SP 15MM",38.861000,0.0000
32156,6SL3040-1MA00-0AA0,"SINAMICS S120 CU320-2 DP MULTIEJE S/CF CARD",2965.788000,0.0000
32171,3VM1110-3GE42-0AA0,"INTERR. TM220 ATFM TETR 25kA 70-100A",212.688000,0.0000
32172,3VM1112-3GE42-0AA0,"INTERR. TM220 ATFM TETR 25kA  88-125A",280.224000,0.0000
32173,3VM1116-3GE42-0AA0,"INTERR. TM220 ATFM TETR 25kA 112-160A",329.112000,0.0000
32174,NSYPMP8580,"PLACA DE MONTAJE GALV PARA SDB/SDX DE 847Alx700mm",188.052000,0.0000
32248,6ES7521-1BH10-0AA0,"Módulo S71500 16ED 24VCC Push In",431.003000,1.0000
32249,6ES7522-1BH10-0AA0,"Módulo S71500 16ST 24VCC 0,5A BA",388.609000,0.0000
32340,1LE1002-1AB52-2AA4,"*MOTOR 1425RPM 4P 3KW/4HP 230/400V IP55 100L IMB3",1038.882000,0.0000
32347,XCMD21F2L1,"Límite De Carrera M12 Rodillo Pulsador Metal Émbolo 1NA+1NC Cable 1m",175.558000,0.0000
32499,6SL3210-1PE33-0CL0,"SINAMICS G120 PM240-2 400V 160kW/250HP (LO) 132kW/200HP (HO) C/F",19210.386000,0.0000
32483,XVBC6B5,"ELEMENTO DE LUZ FLASH LED NARANJA 24VCA/VCC",325.788000,0.0000
32500,6SL3210-1PE33-0AL0,"SINAMICS G120 PM240-2 400V 160kW/250HP (LO) 132kW/200HP (HO) C/F",21131.585000,0.0000
32501,6SL3210-1PE33-7CL0,"SINAMICS G120 PM240-2 400V 200kW/300HP (LO) 160kW/250HP (HO) C/F",22426.775000,0.0000
32502,6SL3210-1PE34-8CL0,"SINAMICS G120 PM240-2 400V 250kW/400HP (LO) 200kW/300HP (HO) C/F",25915.793000,0.0000
32508,3RQ3018-1AB00,"Relé PLC 1 Inversor 6,2mm E:24VCA/CC S:250V S:250V 6A Tornillo",31.668000,23.0000
32510,6SL3220-1YE50-0CF0,"Variador G120X 380VCA LO: 160kW/250HP HO: 132kW/200HP S/Filtro PN EIP",17265.203000,0.0000
32521,6GK7142-7BX00-0AX0,"MODULO COMUNICACION LOGO! CMR2020 GSM/GPRS 1RJ45 2DI/2DO",982.375000,0.0000
32520,6SL3210-1KE31-1UF1,"Variador G120C 380VCA LO: 55kW/75HP HO: 45kW/60HP S/Filtro PN EIP",8700.959000,0.0000
32730,WDA57031,"Adaptador Base/Roda A Perfil DIN 1 Módulo Blanco",1.188000,29.0000
32523,6ES7155-6MU00-0CN0,"MODULO ET200SP IM155-6 MF Max 64Mod S/PTO - PN MB TCP E/IP",529.922000,0.0000
32859,1LE0022-0DB32-2AA4,"*MOTOR 1500RPM 4P 1CV /0,75KW 230/400V IP55 FS80M IMB3",417.183000,0.0000
32867,VZ7,"BLOQUE AUX. P/VARIO NA+NC",21.363000,0.0000
32866,6SL3210-1KE31-4UF1,"Variador G120C 380VCA LO: 75kW/100HP HO: 55kW/75HP S/Filtro PB",10459.859000,1.0000
33437,1LE1002-0DB22-2AA4,"*MOTOR 1500RPM 3/4CV/0,55kW 230/400V IP55 T80M B3",509.808000,0.0000
33435,1LE1002-0EB02-2AA4,"*MOTOR 1500RPM 1,5CV/1,1kW 230/400V IP55 T90S B3",656.526000,0.0000
33430,1LE0022-1CB03-4AA4,"MOTOR 1500RPM 7,5CV/5,5kW 400/690V IP55 T132S B3",742.596000,1.0000
33438,6ES7517-3UP00-0AB0,"CPU 1517TF-3PN/DP Seguridad 3MB/8MB 2xPN 1xDP Alim 24VCC",20905.948000,0.0000
33439,6ES7591-1BA02-0AA0,"PANEL DISPLAY P/ CPU 1515-1517-1518",261.428000,0.0000
33443,1LE0022-1AC42-2AA4,"*MOTOR 1000 RPM 2CV/1,5kW 230/400V IP55 T FS100L B3",804.726000,0.0000
173,6GK5108-0PA00-2AA3,"Switch Scalance X108POE No Administrado 8xRJ45 10/100Mbit/S",1733.905000,0.0000
33756,3VM1163-3GE42-0AA0,"INTERR. TM220 ATFM TETR 25kA 44-63A",167.832000,0.0000
473,C6332D630,"RELE DE DISP MICROLOGIC 2.3 630A 3P3R NSX630",765.675000,0.0000
466,4NC5122-2DE21,"TRANSFORMADOR DE INTENSIDAD 200/5A TAMAÑO 01",65.664000,0.0000
1064,C2532D250,"RELE DE DISP MICROLOGIC 2.2 250A 3P3D NSX250",267.550000,0.0000
33916,6AV2128-3XB06-0AX1,"Panel Comfort Unified MTP2200 21,5"" Touch PN",5935.125000,0.0000
1348,3RS2500-1AW30,"RELE CONTROL DE TEMP PT100/J/K 24-240VCA/CC 1C/O",247.968000,0.0000
1535,3VM1116-4EE32-0AA0,"INTERR. TM220 ATFM TRI 36kA 112-160A",441.000000,0.0000
1065,C25F3,"INTERR. NSX250F 3X250A S/RELE 36KA",564.263000,1.0000
33920,6AV2128-3UB06-0AX1,"Panel Comfort Unified MTP1900 18,5"" Touch PN",4804.625000,0.0000
33917,6AV2128-3MB06-0AX1,"Panel Comfort Unified MTP1200 12,1"" Touch PN",3137.138000,8.0000
1758,C25F4TM250,"INTERR. NSX250F 4X250A 36KA TM250D 4P4R",1049.738000,0.0000
1655,C103100S,"INTERR. NSX100NA 3X100A 36KA 3P3R SECCIONADO",323.163000,0.0000
1672,BLRCH104A125B40,"CAPACITOR TRIFASICO CAN HDY 10,4/12,5 KVAR 380/415V 50/60HZ",149.680000,6.0000
2260,BLRCH100A120B44,"CAPACITOR VARPLUS CAN HDY 10/12KVAR 440V 50/60HZ",217.760000,0.0000
3113,C63H32D630,"INTERR. NSX630H 3X630A 70KA 3P3R MICROLOGIC 2.3",2498.675000,0.0000
3164,C25F3TM250,"INTERR. NSX250F 3X250A 36KA TM250D 3P3R",814.200000,0.0000
4564,3NW7064,"*PORTAFUSIBLE TRETRAPOLAR P/FUSIBLE 10X38 32A CON LED",394.934000,0.0000
4566,3NW7024,"*PORTAFUSIBLE BIPOLAR P/FUSIBLE 10X38 32A CON LED",220.526000,0.0000
4900,3VA2716-1AC03-0AA0,"*INTERR. LINEA TRIPOLAR 55kA ETU350 LSI 640-1600A C/4 BLOQUES",15500.940000,0.0000
5229,3SE5232-0QV40,"LIMITE DE CARRERA DE SEGURIDAD PCO P/PESTILLO 2NA+1NC SAL: M20",54.760000,0.0000
5271,4NC5123-2DE21,"TRANSFORMADOR DE INTENSIDAD 250/5A 5VA",65.664000,0.0000
5389,XUK0AKSAM12,"*SENSOR FOTO MULTIMODO 24VCC 50X50 PNP/NPN 1NA/1NC S:M12",258.134000,0.0000
6238,A9N26929,"CONTACTO AUXILIAR OF+OF/SD PARA C60N/C120",80.781000,10.0000
6261,C16F3TM125,"INTERR. NSX160F 3X125A 36KA TM125D 3P3R",456.050000,0.0000
6260,C63F42D630,"INTERR. NSX630F 4X630A 36KA 4P4R MICROLOGIC 2.3",2731.575000,0.0000
6397,3RT2023-1NP30,"Contactor 3RT2 3P 9A 220VCC/220VCA 4kW 1NA+1NC S0",98.280000,0.0000
6333,ABLS1A24200,"Fuente Monofásica ABLS E: 100/240V S: 24VCC 20A",522.529000,1.0000
6652,LV848082,"INTERR. MTZ32000 H1 3X3200A 65KA BASE SIN EQUIPAR",14685.038000,0.0000
6677,LV847905,"BLOQUE CONTACTOS 4NC/NA OF SDE PF P/MTZ2-MTZ3",225.638000,0.0000
6717,LV847380,"BOBINA DE DISPARO MN P/MTZ1-MTZ2-MTZ3 FIJO 24VCA/VCC",424.300000,0.0000
6764,LV847360,"BOBINA DE APERTURA MX P/MTZ FIJO 24VCA/24-30VCC",424.300000,0.0000
6735,LV847350,"BOBINA DE CIERRE  XF P/MTZ FIJO 24VCA/24-30VCC",424.300000,0.0000
6880,6ES7155-6BA01-0CN0,"MODULO ET200SP IM155-6 DP 1xDB9 HF - MAXIMO 32Mods",494.594000,0.0000
6883,"REFINAR YP 2C2.5G2.5","CABLE SUBTERRANEO 2X2,5+T 2,5mm² AISLACION XLPE VAINA NEGRA PVC RESISTENTE HC/UV",5.228000,0.0000
